,startx,endx,starty,endy,naive,vectorized,multiprocessing
990,60,105,112,49,1.09375,1.09375,1.09375
991,49,109,102,51,1.362244898,1.362244898,1.362244898
992,60,109,122,50,1.113251366,1.113251366,1.113251366
993,40,128,107,53,1.847663551,1.847663551,1.847663551
994,41,106,123,46,1.479674797,1.479674797,1.479674797
995,58,124,101,59,1.361044725,1.361044725,1.361044725
996,52,124,110,53,1.433216783,1.433216783,1.433216783
997,46,120,108,41,1.494162641,1.494162641,1.494162641
998,43,103,103,51,1.445247234,1.445247234,1.445247234
999,49,121,114,48,1.445220193,1.445220193,1.445220193
1000,47,124,121,57,1.554686126,1.554686126,1.554686126
1001,50,105,105,40,1.24047619,1.24047619,1.24047619
1002,48,102,120,58,1.304166667,1.304166667,1.304166667
1003,45,103,112,59,1.407837302,1.407837302,1.407837302
1004,48,116,110,55,1.458333333,1.458333333,1.458333333
1005,40,117,130,47,1.643269231,1.643269231,1.643269231
1006,55,129,119,41,1.34499618,1.34499618,1.34499618
1007,53,115,124,56,1.310712112,1.310712112,1.310712112
1008,53,103,109,59,1.242340315,1.242340315,1.242340315
1009,40,101,122,48,1.459221311,1.459221311,1.459221311
1010,57,128,113,55,1.366169849,1.366169849,1.366169849
1011,46,117,109,58,1.537794176,1.537794176,1.537794176
1012,60,128,117,46,1.263247863,1.263247863,1.263247863
1013,55,120,125,49,1.286909091,1.286909091,1.286909091
1014,47,108,100,43,1.36393617,1.36393617,1.36393617
1015,46,121,127,52,1.519941801,1.519941801,1.519941801
1016,58,105,113,55,1.148535246,1.148535246,1.148535246
1017,52,118,115,59,1.391137124,1.391137124,1.391137124
1018,55,116,129,48,1.240591966,1.240591966,1.240591966
1019,48,107,105,45,1.328869048,1.328869048,1.328869048
1020,51,101,111,57,1.246952835,1.246952835,1.246952835
1021,52,121,108,47,1.381054131,1.381054131,1.381054131
1022,48,126,127,44,1.485728346,1.485728346,1.485728346
1023,51,127,113,40,1.42208919,1.42208919,1.42208919
1024,51,115,121,50,1.334062551,1.334062551,1.334062551
1025,49,115,105,56,1.440136054,1.440136054,1.440136054
1026,51,102,108,44,1.203703704,1.203703704,1.203703704
1027,59,128,108,55,1.339375392,1.339375392,1.339375392
1028,60,127,110,60,1.331060606,1.331060606,1.331060606
1029,49,114,124,42,1.332620145,1.332620145,1.332620145
1030,42,129,124,59,1.773617512,1.773617512,1.773617512
1031,59,103,122,43,1.049110864,1.049110864,1.049110864
1032,59,119,116,50,1.223991818,1.223991818,1.223991818
1033,53,128,105,47,1.431356694,1.431356694,1.431356694
1034,53,103,127,59,1.203981578,1.203981578,1.203981578
1035,48,121,110,41,1.446780303,1.446780303,1.446780303
1036,49,108,101,42,1.309961608,1.309961608,1.309961608
1037,48,111,115,46,1.35625,1.35625,1.35625
1038,42,112,105,43,1.538095238,1.538095238,1.538095238
1039,59,126,103,49,1.305660688,1.305660688,1.305660688
1040,48,100,104,47,1.267628205,1.267628205,1.267628205
1041,54,127,129,51,1.373600345,1.373600345,1.373600345
1042,44,108,113,48,1.439662108,1.439662108,1.439662108
1043,56,100,126,53,1.103174603,1.103174603,1.103174603
1044,60,117,109,41,1.163073394,1.163073394,1.163073394
1045,55,113,118,58,1.273035439,1.273035439,1.273035439
1046,45,130,129,54,1.65374677,1.65374677,1.65374677
1047,52,114,108,51,1.332264957,1.332264957,1.332264957
1048,44,121,117,60,1.631410256,1.631410256,1.631410256
1049,58,119,130,54,1.233554377,1.233554377,1.233554377
1050,53,121,110,48,1.359691252,1.359691252,1.359691252
1051,53,117,109,50,1.333131383,1.333131383,1.333131383
1052,51,127,119,52,1.463585434,1.463585434,1.463585434
1053,49,125,124,41,1.440832785,1.440832785,1.440832785
1054,54,112,100,56,1.317037037,1.317037037,1.317037037
1055,44,108,125,43,1.399272727,1.399272727,1.399272727
1056,59,103,114,43,1.061477847,1.061477847,1.061477847
1057,59,105,126,40,1.048560667,1.048560667,1.048560667
1058,42,124,114,53,1.708646617,1.708646617,1.708646617
1059,54,122,122,45,1.314055859,1.314055859,1.314055859
1060,46,101,107,50,1.331470947,1.331470947,1.331470947
1061,55,124,101,52,1.38469847,1.38469847,1.38469847
1062,58,112,110,56,1.220062696,1.220062696,1.220062696
1063,48,109,122,45,1.319842896,1.319842896,1.319842896
1064,57,100,105,55,1.139097744,1.139097744,1.139097744
1065,50,127,121,59,1.513801653,1.513801653,1.513801653
1066,42,102,113,50,1.435524652,1.435524652,1.435524652
1067,51,105,102,48,1.264705882,1.264705882,1.264705882
1068,56,101,109,58,1.16784076,1.16784076,1.16784076
1069,60,123,102,44,1.240686275,1.240686275,1.240686275
1070,57,117,129,56,1.243370053,1.243370053,1.243370053
1071,45,104,124,56,1.381362007,1.381362007,1.381362007
1072,58,102,113,49,1.096124504,1.096124504,1.096124504
1073,46,109,126,59,1.418909593,1.418909593,1.418909593
1074,43,104,111,56,1.461554578,1.461554578,1.461554578
1075,48,122,100,54,1.540833333,1.540833333,1.540833333
1076,42,105,110,49,1.472727273,1.472727273,1.472727273
1077,51,107,104,52,1.299019608,1.299019608,1.299019608
1078,50,114,102,59,1.429215686,1.429215686,1.429215686
1079,42,103,107,55,1.483199822,1.483199822,1.483199822
1080,56,107,111,50,1.180582368,1.180582368,1.180582368
1081,41,114,122,57,1.62385046,1.62385046,1.62385046
1082,47,116,107,52,1.477033207,1.477033207,1.477033207
1083,52,127,126,41,1.383852259,1.383852259,1.383852259
1084,40,129,102,41,1.813480392,1.813480392,1.813480392
1085,52,101,107,56,1.232836089,1.232836089,1.232836089
1086,60,129,119,44,1.25987395,1.25987395,1.25987395
1087,51,115,128,42,1.29151348,1.29151348,1.29151348
1088,52,102,103,45,1.199215833,1.199215833,1.199215833
1089,50,110,123,55,1.323577236,1.323577236,1.323577236
1090,51,113,100,54,1.377843137,1.377843137,1.377843137
1091,43,129,126,43,1.670634921,1.670634921,1.670634921
1092,41,117,102,48,1.662123386,1.662123386,1.662123386
1093,40,107,115,50,1.554891304,1.554891304,1.554891304
1094,51,116,120,48,1.337254902,1.337254902,1.337254902
1095,49,107,111,49,1.312557455,1.312557455,1.312557455
1096,47,130,123,54,1.602490919,1.602490919,1.602490919
1097,49,105,118,53,1.296004843,1.296004843,1.296004843
1098,56,115,125,48,1.218785714,1.218785714,1.218785714
1099,60,127,100,48,1.298333333,1.298333333,1.298333333
1100,42,110,112,58,1.568452381,1.568452381,1.568452381
1101,40,101,112,41,1.445535714,1.445535714,1.445535714
1102,46,106,107,43,1.353108492,1.353108492,1.353108492
1103,44,126,117,49,1.641219891,1.641219891,1.641219891
1104,50,129,119,60,1.54210084,1.54210084,1.54210084
1105,45,111,124,43,1.40672043,1.40672043,1.40672043
1106,51,124,101,51,1.468161522,1.468161522,1.468161522
1107,41,114,106,48,1.616658997,1.616658997,1.616658997
1108,57,114,115,48,1.208695652,1.208695652,1.208695652
1109,54,118,129,53,1.298018949,1.298018949,1.298018949
1110,59,114,114,53,1.198557835,1.198557835,1.198557835
1111,51,120,113,55,1.41983342,1.41983342,1.41983342
1112,45,103,114,43,1.333040936,1.333040936,1.333040936
1113,41,119,103,47,1.679374852,1.679374852,1.679374852
1114,57,116,115,44,1.208848207,1.208848207,1.208848207
1115,48,112,109,41,1.354740061,1.354740061,1.354740061
1116,43,117,104,45,1.57681127,1.57681127,1.57681127
1117,53,118,124,41,1.278530128,1.278530128,1.278530128
1118,54,102,130,58,1.167521368,1.167521368,1.167521368
1119,51,106,122,59,1.281018965,1.281018965,1.281018965
1120,56,109,101,53,1.235590523,1.235590523,1.235590523
1121,44,114,107,52,1.5384452,1.5384452,1.5384452
1122,45,112,113,46,1.447984267,1.447984267,1.447984267
1123,56,120,129,58,1.296234773,1.296234773,1.296234773
1124,50,102,130,42,1.181538462,1.181538462,1.181538462
1125,43,121,100,56,1.686976744,1.686976744,1.686976744
1126,60,126,125,40,1.21,1.21,1.21
1127,40,107,126,51,1.539880952,1.539880952,1.539880952
1128,40,105,112,56,1.5625,1.5625,1.5625
1129,59,101,112,40,1.034503632,1.034503632,1.034503632
1130,57,116,117,46,1.214125056,1.214125056,1.214125056
1131,51,115,105,40,1.317927171,1.317927171,1.317927171
1132,57,101,110,50,1.11323764,1.11323764,1.11323764
1133,53,115,119,57,1.324401459,1.324401459,1.324401459
1134,56,106,111,49,1.167149292,1.167149292,1.167149292
1135,56,106,111,52,1.180662806,1.180662806,1.180662806
1136,43,118,115,49,1.585136502,1.585136502,1.585136502
1137,60,105,104,45,1.091346154,1.091346154,1.091346154
1138,60,126,100,42,1.26,1.26,1.26
1139,46,120,126,49,1.498792271,1.498792271,1.498792271
1140,50,118,120,53,1.400833333,1.400833333,1.400833333
1141,44,114,101,57,1.577632763,1.577632763,1.577632763
1142,47,118,130,46,1.432242226,1.432242226,1.432242226
1143,42,104,123,47,1.429152149,1.429152149,1.429152149
1144,57,130,111,58,1.401612138,1.401612138,1.401612138
1145,41,121,127,42,1.640964087,1.640964087,1.640964087
1146,44,106,119,43,1.385217723,1.385217723,1.385217723
1147,40,113,113,54,1.651438053,1.651438053,1.651438053
1148,41,108,125,46,1.501073171,1.501073171,1.501073171
1149,57,100,128,51,1.076411732,1.076411732,1.076411732
1150,58,108,120,40,1.097701149,1.097701149,1.097701149
1151,46,107,117,55,1.398086213,1.398086213,1.398086213
1152,49,114,127,46,1.344367668,1.344367668,1.344367668
1153,59,105,128,45,1.065611758,1.065611758,1.065611758
1154,49,110,121,42,1.296002699,1.296002699,1.296002699
1155,47,107,130,57,1.357528642,1.357528642,1.357528642
1156,41,114,105,51,1.633101045,1.633101045,1.633101045
1157,60,128,116,47,1.269252874,1.269252874,1.269252874
1158,56,105,106,51,1.178066038,1.178066038,1.178066038
1159,50,124,104,59,1.523653846,1.523653846,1.523653846
1160,42,119,100,48,1.656666667,1.656666667,1.656666667
1161,55,103,121,53,1.155371901,1.155371901,1.155371901
1162,46,109,130,44,1.354013378,1.354013378,1.354013378
1163,56,100,117,52,1.115079365,1.115079365,1.115079365
1164,40,112,119,44,1.58487395,1.58487395,1.58487395
1165,50,126,110,41,1.446363636,1.446363636,1.446363636
1166,50,103,123,50,1.233252033,1.233252033,1.233252033
1167,54,118,114,59,1.351364522,1.351364522,1.351364522
1168,42,101,116,44,1.392036125,1.392036125,1.392036125
1169,58,105,109,46,1.116181588,1.116181588,1.116181588
1170,50,101,104,46,1.231153846,1.231153846,1.231153846
1171,47,127,118,46,1.545979084,1.545979084,1.545979084
1172,47,106,114,55,1.368887645,1.368887645,1.368887645
1173,52,104,108,42,1.194444444,1.194444444,1.194444444
1174,60,107,108,53,1.137037037,1.137037037,1.137037037
1175,52,113,117,43,1.270299145,1.270299145,1.270299145
1176,50,121,105,51,1.452857143,1.452857143,1.452857143
1177,56,122,113,60,1.35477244,1.35477244,1.35477244
1178,44,120,117,50,1.577311577,1.577311577,1.577311577
1179,42,101,129,56,1.419435216,1.419435216,1.419435216
1180,58,112,113,43,1.155782728,1.155782728,1.155782728
1181,50,101,125,51,1.214,1.214,1.214
1182,54,115,127,47,1.249854185,1.249854185,1.249854185
1183,40,120,123,46,1.68699187,1.68699187,1.68699187
1184,44,121,112,40,1.553571429,1.553571429,1.553571429
1185,40,105,115,45,1.508152174,1.508152174,1.508152174
1186,53,123,110,53,1.401286449,1.401286449,1.401286449
1187,59,121,103,54,1.287559651,1.287559651,1.287559651
1188,55,118,128,58,1.299289773,1.299289773,1.299289773
1189,52,109,128,55,1.262920673,1.262920673,1.262920673
1190,47,129,121,51,1.583084227,1.583084227,1.583084227
1191,45,109,116,60,1.469731801,1.469731801,1.469731801
1192,56,119,102,46,1.287990196,1.287990196,1.287990196
1193,57,107,123,59,1.17843389,1.17843389,1.17843389
1194,60,105,107,46,1.089953271,1.089953271,1.089953271
1195,57,120,106,43,1.255461768,1.255461768,1.255461768
1196,53,113,124,44,1.243457091,1.243457091,1.243457091
1197,48,125,128,40,1.458333333,1.458333333,1.458333333
1198,49,110,108,48,1.344671202,1.344671202,1.344671202
1199,59,116,107,45,1.193331221,1.193331221,1.193331221
1200,51,123,130,44,1.375113122,1.375113122,1.375113122
1201,45,130,104,55,1.708867521,1.708867521,1.708867521
1202,47,120,129,54,1.48589807,1.48589807,1.48589807
1203,47,102,120,45,1.272606383,1.272606383,1.272606383
1204,59,122,102,42,1.239780658,1.239780658,1.239780658
1205,44,113,121,56,1.515495868,1.515495868,1.515495868
1206,56,110,122,52,1.195257611,1.195257611,1.195257611
1207,45,101,120,50,1.330555556,1.330555556,1.330555556
1208,40,126,125,45,1.755,1.755,1.755
1209,54,102,103,41,1.143473571,1.143473571,1.143473571
1210,43,107,105,59,1.525138427,1.525138427,1.525138427
1211,54,127,103,56,1.447770586,1.447770586,1.447770586
1212,46,115,130,48,1.434615385,1.434615385,1.434615385
1213,56,129,114,57,1.401785714,1.401785714,1.401785714
1214,43,128,107,40,1.675287981,1.675287981,1.675287981
1215,52,128,105,55,1.492673993,1.492673993,1.492673993
1216,60,105,124,41,1.040322581,1.040322581,1.040322581
1217,41,128,115,53,1.791410392,1.791410392,1.791410392
1218,46,116,128,57,1.483525815,1.483525815,1.483525815
1219,52,104,111,44,1.198198198,1.198198198,1.198198198
1220,49,100,111,43,1.214101857,1.214101857,1.214101857
1221,43,127,115,56,1.720222447,1.720222447,1.720222447
1222,60,118,119,51,1.197619048,1.197619048,1.197619048
1223,59,100,129,50,1.041256077,1.041256077,1.041256077
1224,58,122,114,42,1.235934664,1.235934664,1.235934664
1225,58,108,110,40,1.112852665,1.112852665,1.112852665
1226,60,109,117,46,1.10491453,1.10491453,1.10491453
1227,46,113,129,42,1.391051567,1.391051567,1.391051567
1228,55,122,129,44,1.279633545,1.279633545,1.279633545
1229,44,117,116,56,1.570924765,1.570924765,1.570924765
1230,40,122,115,57,1.772826087,1.772826087,1.772826087
1231,55,102,125,51,1.131272727,1.131272727,1.131272727
1232,54,117,115,45,1.278985507,1.278985507,1.278985507
1233,42,103,123,40,1.388792102,1.388792102,1.388792102
1234,47,121,119,58,1.530931522,1.530931522,1.530931522
1235,41,128,123,56,1.788617886,1.788617886,1.788617886
1236,53,130,121,41,1.395836582,1.395836582,1.395836582
1237,48,125,112,42,1.489583333,1.489583333,1.489583333
1238,44,107,112,50,1.439123377,1.439123377,1.439123377
1239,55,105,105,40,1.145021645,1.145021645,1.145021645
1240,44,109,107,54,1.490972812,1.490972812,1.490972812
1241,45,121,111,59,1.61021021,1.61021021,1.61021021
1242,44,115,112,42,1.494318182,1.494318182,1.494318182
1243,49,122,130,57,1.464128728,1.464128728,1.464128728
1244,59,101,118,41,1.029661017,1.029661017,1.029661017
1245,43,101,109,47,1.390014935,1.390014935,1.390014935
1246,59,130,127,40,1.25917523,1.25917523,1.25917523
1247,55,123,102,52,1.373083779,1.373083779,1.373083779
1248,60,125,125,52,1.249666667,1.249666667,1.249666667
1249,60,105,115,60,1.135869565,1.135869565,1.135869565
1250,58,121,100,42,1.253103448,1.253103448,1.253103448
1251,60,106,103,53,1.140614887,1.140614887,1.140614887
1252,45,120,113,59,1.59439528,1.59439528,1.59439528
1253,59,117,118,54,1.220338983,1.220338983,1.220338983
1254,47,109,128,55,1.374418218,1.374418218,1.374418218
1255,49,113,126,56,1.375283447,1.375283447,1.375283447
1256,46,130,116,47,1.615629685,1.615629685,1.615629685
1257,42,117,101,43,1.60572843,1.60572843,1.60572843
1258,47,112,111,54,1.434732605,1.434732605,1.434732605
1259,43,117,102,53,1.620269038,1.620269038,1.620269038
1260,43,121,123,47,1.598033655,1.598033655,1.598033655
1261,58,100,117,41,1.037282641,1.037282641,1.037282641
1262,58,100,127,47,1.047108336,1.047108336,1.047108336
1263,42,115,102,50,1.614145658,1.614145658,1.614145658
1264,58,122,115,46,1.251724138,1.251724138,1.251724138
1265,41,108,121,45,1.503023584,1.503023584,1.503023584
1266,59,105,122,49,1.090650181,1.090650181,1.090650181
1267,46,108,104,51,1.419105351,1.419105351,1.419105351
1268,58,130,124,53,1.334399333,1.334399333,1.334399333
1269,60,122,111,41,1.201351351,1.201351351,1.201351351
1270,45,115,121,41,1.447199265,1.447199265,1.447199265
1271,60,102,127,52,1.054724409,1.054724409,1.054724409
1272,51,114,122,47,1.31027001,1.31027001,1.31027001
1273,43,100,113,51,1.388454414,1.388454414,1.388454414
1274,57,100,109,53,1.120312249,1.120312249,1.120312249
1275,58,109,124,50,1.141268076,1.141268076,1.141268076
1276,57,100,110,40,1.059011164,1.059011164,1.059011164
1277,54,101,121,44,1.117003367,1.117003367,1.117003367
1278,51,112,111,52,1.33227345,1.33227345,1.33227345
1279,48,103,100,55,1.347916667,1.347916667,1.347916667
1280,48,108,106,55,1.384433962,1.384433962,1.384433962
1281,53,112,117,42,1.236090953,1.236090953,1.236090953
1282,53,117,109,45,1.310195603,1.310195603,1.310195603
1283,55,123,104,53,1.37298951,1.37298951,1.37298951
1284,55,110,106,40,1.188679245,1.188679245,1.188679245
1285,59,107,127,56,1.127252102,1.127252102,1.127252102
1286,54,104,118,40,1.132454488,1.132454488,1.132454488
1287,40,123,103,56,1.80934466,1.80934466,1.80934466
1288,55,112,125,53,1.230181818,1.230181818,1.230181818
1289,57,113,118,52,1.211567053,1.211567053,1.211567053
1290,57,109,122,60,1.20204199,1.20204199,1.20204199
1291,48,123,130,52,1.48125,1.48125,1.48125
1292,40,101,109,60,1.537729358,1.537729358,1.537729358
1293,53,109,101,55,1.300579115,1.300579115,1.300579115
1294,50,112,117,49,1.329401709,1.329401709,1.329401709
1295,45,113,104,41,1.45267094,1.45267094,1.45267094
1296,54,101,102,45,1.15577342,1.15577342,1.15577342
1297,60,102,121,54,1.073140496,1.073140496,1.073140496
1298,42,103,109,55,1.478484054,1.478484054,1.478484054
1299,54,112,120,58,1.278703704,1.278703704,1.278703704
1300,50,128,114,42,1.464210526,1.464210526,1.464210526
1301,60,106,101,50,1.130858086,1.130858086,1.130858086
1302,58,116,108,50,1.231481481,1.231481481,1.231481481
1303,59,116,103,50,1.225769294,1.225769294,1.225769294
1304,59,127,108,46,1.289234149,1.289234149,1.289234149
1305,49,112,130,56,1.358241758,1.358241758,1.358241758
1306,41,106,109,53,1.535802193,1.535802193,1.535802193
1307,47,103,126,52,1.302093887,1.302093887,1.302093887
1308,51,112,107,57,1.364394356,1.364394356,1.364394356
1309,41,127,103,55,1.815770779,1.815770779,1.815770779
1310,41,128,116,49,1.772182506,1.772182506,1.772182506
1311,48,104,103,47,1.311488673,1.311488673,1.311488673
1312,60,123,115,57,1.272826087,1.272826087,1.272826087
1313,44,129,121,57,1.701446281,1.701446281,1.701446281
1314,48,107,104,46,1.335737179,1.335737179,1.335737179
1315,56,110,127,41,1.14356018,1.14356018,1.14356018
1316,57,130,112,41,1.323386591,1.323386591,1.323386591
1317,52,118,124,45,1.316066998,1.316066998,1.316066998
1318,46,115,125,49,1.446,1.446,1.446
1319,46,111,107,42,1.402783421,1.402783421,1.402783421
1320,43,121,113,57,1.659189134,1.659189134,1.659189134
1321,53,106,117,49,1.209401709,1.209401709,1.209401709
1322,57,128,126,55,1.341060986,1.341060986,1.341060986
1323,59,114,122,52,1.179216449,1.179216449,1.179216449
1324,54,128,105,40,1.375661376,1.375661376,1.375661376
1325,42,107,128,48,1.461309524,1.461309524,1.461309524
1326,56,130,120,58,1.402380952,1.402380952,1.402380952
1327,54,118,100,42,1.302592593,1.302592593,1.302592593
1328,53,129,123,48,1.412103083,1.412103083,1.412103083
1329,54,117,100,48,1.323333333,1.323333333,1.323333333
1330,59,126,109,46,1.278805784,1.278805784,1.278805784
1331,59,107,118,41,1.080508475,1.080508475,1.080508475
1332,48,111,117,54,1.387019231,1.387019231,1.387019231
1333,41,103,125,42,1.424097561,1.424097561,1.424097561
1334,59,116,114,57,1.233050847,1.233050847,1.233050847
1335,55,120,121,60,1.338842975,1.338842975,1.338842975
1336,42,114,116,60,1.615763547,1.615763547,1.615763547
1337,51,113,122,53,1.325056252,1.325056252,1.325056252
1338,41,116,114,58,1.669020111,1.669020111,1.669020111
1339,45,111,123,52,1.444715447,1.444715447,1.444715447
1340,49,118,127,42,1.369435963,1.369435963,1.369435963
1341,45,115,128,41,1.437934028,1.437934028,1.437934028
1342,59,111,106,46,1.157659098,1.157659098,1.157659098
1343,51,114,107,52,1.360637713,1.360637713,1.360637713
1344,55,118,130,48,1.257342657,1.257342657,1.257342657
1345,43,104,108,55,1.463931955,1.463931955,1.463931955
1346,41,127,124,45,1.730232101,1.730232101,1.730232101
1347,48,116,104,44,1.419871795,1.419871795,1.419871795
1348,46,104,111,42,1.319623972,1.319623972,1.319623972
1349,43,103,126,57,1.423864895,1.423864895,1.423864895
1350,54,130,128,49,1.395109954,1.395109954,1.395109954
1351,56,123,119,60,1.350315126,1.350315126,1.350315126
1352,51,117,101,57,1.429237041,1.429237041,1.429237041
1353,59,101,120,40,1.02259887,1.02259887,1.02259887
1354,48,123,112,50,1.504464286,1.504464286,1.504464286
1355,59,125,130,42,1.220860495,1.220860495,1.220860495
1356,47,104,127,41,1.267800302,1.267800302,1.267800302
1357,46,116,118,42,1.438835667,1.438835667,1.438835667
1358,52,130,128,59,1.48046875,1.48046875,1.48046875
1359,49,123,117,51,1.473050759,1.473050759,1.473050759
1360,45,127,106,54,1.665828092,1.665828092,1.665828092
1361,50,122,116,56,1.46137931,1.46137931,1.46137931
1362,56,127,112,59,1.397321429,1.397321429,1.397321429
1363,59,106,118,60,1.152542373,1.152542373,1.152542373
1364,48,100,114,57,1.291666667,1.291666667,1.291666667
1365,48,121,102,60,1.554534314,1.554534314,1.554534314
1366,51,104,101,52,1.277033586,1.277033586,1.277033586
1367,48,115,101,58,1.48504538,1.48504538,1.48504538
1368,40,111,104,44,1.599038462,1.599038462,1.599038462
1369,48,109,112,44,1.331845238,1.331845238,1.331845238
1370,59,112,108,55,1.203782172,1.203782172,1.203782172
1371,45,125,114,50,1.608187135,1.608187135,1.608187135
1372,57,102,114,47,1.100877193,1.100877193,1.100877193
1373,52,114,110,47,1.30979021,1.30979021,1.30979021
1374,55,129,126,55,1.390981241,1.390981241,1.390981241
1375,40,109,110,48,1.580681818,1.580681818,1.580681818
1376,60,129,129,50,1.26879845,1.26879845,1.26879845
1377,59,105,118,49,1.097457627,1.097457627,1.097457627
1378,57,125,129,43,1.263157895,1.263157895,1.263157895
1379,41,127,115,49,1.761823966,1.761823966,1.761823966
1380,56,115,127,50,1.223636108,1.223636108,1.223636108
1381,46,122,105,49,1.55942029,1.55942029,1.55942029
1382,57,117,114,55,1.26754386,1.26754386,1.26754386
1383,45,126,126,48,1.59047619,1.59047619,1.59047619
1384,43,109,123,59,1.507279259,1.507279259,1.507279259
1385,43,101,114,49,1.389330885,1.389330885,1.389330885
1386,58,117,125,42,1.17662069,1.17662069,1.17662069
1387,57,111,108,46,1.186647173,1.186647173,1.186647173
1388,47,129,113,52,1.602428921,1.602428921,1.602428921
1389,40,105,108,43,1.511574074,1.511574074,1.511574074
1390,44,126,121,48,1.630165289,1.630165289,1.630165289
1391,47,115,126,45,1.401975684,1.401975684,1.401975684
1392,54,117,128,53,1.290364583,1.290364583,1.290364583
1393,43,110,125,48,1.471069767,1.471069767,1.471069767
1394,43,124,107,52,1.684851119,1.684851119,1.684851119
1395,47,107,122,58,1.37600279,1.37600279,1.37600279
1396,57,116,104,54,1.277159244,1.277159244,1.277159244
1397,57,122,110,50,1.297448166,1.297448166,1.297448166
1398,52,110,112,40,1.236263736,1.236263736,1.236263736
1399,58,111,126,41,1.119594964,1.119594964,1.119594964
1400,60,109,115,59,1.164855072,1.164855072,1.164855072
1401,52,120,104,44,1.365384615,1.365384615,1.365384615
1402,55,115,101,51,1.297929793,1.297929793,1.297929793
1403,43,101,112,55,1.419954319,1.419954319,1.419954319
1404,56,101,112,60,1.169642857,1.169642857,1.169642857
1405,54,111,126,56,1.25,1.25,1.25
1406,51,130,112,45,1.475402661,1.475402661,1.475402661
1407,58,102,127,45,1.056475699,1.056475699,1.056475699
1408,47,119,103,55,1.532947738,1.532947738,1.532947738
1409,58,103,101,52,1.145356777,1.145356777,1.145356777
1410,43,109,125,50,1.46744186,1.46744186,1.46744186
1411,42,106,103,48,1.494914471,1.494914471,1.494914471
1412,42,108,119,41,1.457983193,1.457983193,1.457983193
1413,52,115,112,55,1.351304945,1.351304945,1.351304945
1414,55,117,123,54,1.283148559,1.283148559,1.283148559
1415,40,101,109,48,1.482683486,1.482683486,1.482683486
1416,60,120,123,50,1.203252033,1.203252033,1.203252033
1417,40,122,100,58,1.815,1.815,1.815
1418,44,119,125,48,1.544272727,1.544272727,1.544272727
1419,53,105,107,43,1.191500617,1.191500617,1.191500617
1420,58,113,119,45,1.163213561,1.163213561,1.163213561
1421,60,123,118,55,1.258050847,1.258050847,1.258050847
1422,51,120,122,52,1.389585342,1.389585342,1.389585342
1423,41,110,107,50,1.575108274,1.575108274,1.575108274
1424,51,106,115,59,1.295737425,1.295737425,1.295737425
1425,48,116,121,52,1.423209366,1.423209366,1.423209366
1426,58,112,116,43,1.150862069,1.150862069,1.150862069
1427,49,117,111,49,1.414598272,1.414598272,1.414598272
1428,52,101,103,50,1.213872293,1.213872293,1.213872293
1429,57,129,127,45,1.308744302,1.308744302,1.308744302
1430,43,118,117,49,1.581494733,1.581494733,1.581494733
1431,55,120,117,60,1.347319347,1.347319347,1.347319347
1432,50,101,129,51,1.207674419,1.207674419,1.207674419
1433,55,102,100,41,1.132272727,1.132272727,1.132272727
1434,48,104,122,41,1.25136612,1.25136612,1.25136612
1435,52,120,125,43,1.325846154,1.325846154,1.325846154
1436,55,130,126,50,1.38023088,1.38023088,1.38023088
1437,54,109,121,54,1.232399755,1.232399755,1.232399755
1438,42,116,114,59,1.639724311,1.639724311,1.639724311
1439,55,118,100,59,1.367727273,1.367727273,1.367727273
1440,52,115,102,54,1.370475113,1.370475113,1.370475113
1441,56,108,108,52,1.205026455,1.205026455,1.205026455
1442,40,106,127,43,1.494291339,1.494291339,1.494291339
1443,51,123,110,47,1.419518717,1.419518717,1.419518717
1444,53,116,105,43,1.299101527,1.299101527,1.299101527
1445,40,124,103,46,1.773300971,1.773300971,1.773300971
1446,54,116,122,40,1.2380085,1.2380085,1.2380085
1447,47,102,129,58,1.309912585,1.309912585,1.309912585
1448,45,113,110,46,1.464646465,1.464646465,1.464646465
1449,41,109,125,41,1.493268293,1.493268293,1.493268293
1450,52,120,130,58,1.376923077,1.376923077,1.376923077
1451,59,108,115,55,1.154384672,1.154384672,1.154384672
1452,59,111,107,45,1.15095834,1.15095834,1.15095834
1453,43,117,128,56,1.579215116,1.579215116,1.579215116
1454,50,122,120,42,1.395,1.395,1.395
1455,43,103,114,41,1.37749898,1.37749898,1.37749898
1456,56,128,119,45,1.331932773,1.331932773,1.331932773
1457,55,101,120,46,1.109848485,1.109848485,1.109848485
1458,53,122,105,57,1.422371968,1.422371968,1.422371968
1459,48,119,109,43,1.43683104,1.43683104,1.43683104
1460,41,100,100,52,1.479512195,1.479512195,1.479512195
1461,53,108,118,59,1.268867925,1.268867925,1.268867925
1462,56,129,102,42,1.357668067,1.357668067,1.357668067
1463,45,120,106,50,1.56918239,1.56918239,1.56918239
1464,59,100,129,42,1.010248325,1.010248325,1.010248325
1465,55,104,117,40,1.116394716,1.116394716,1.116394716
1466,50,109,122,43,1.266229508,1.266229508,1.266229508
1467,48,103,119,49,1.27879902,1.27879902,1.27879902
1468,60,102,111,47,1.061711712,1.061711712,1.061711712
1469,48,108,127,49,1.317913386,1.317913386,1.317913386
1470,48,121,109,58,1.526471713,1.526471713,1.526471713
1471,53,129,124,55,1.438755326,1.438755326,1.438755326
1472,54,124,109,53,1.391267414,1.391267414,1.391267414
1473,42,115,107,53,1.61671117,1.61671117,1.61671117
