,startx,endx,starty,endy,naive,vectorized,multiprocessing
490,55,118,124,46,1.258211144,1.258211144,1.258211144
491,48,128,114,55,1.574561404,1.574561404,1.574561404
492,40,105,101,53,1.574876238,1.574876238,1.574876238
493,54,126,116,58,1.416666667,1.416666667,1.416666667
494,58,113,125,42,1.142137931,1.142137931,1.142137931
495,53,118,106,60,1.396226415,1.396226415,1.396226415
496,56,124,102,40,1.303221289,1.303221289,1.303221289
497,45,122,122,57,1.589162113,1.589162113,1.589162113
498,45,101,117,41,1.297435897,1.297435897,1.297435897
499,47,128,101,57,1.643880345,1.643880345,1.643880345
500,56,106,110,51,1.178246753,1.178246753,1.178246753
501,57,106,120,58,1.171491228,1.171491228,1.171491228
502,47,120,116,48,1.483492296,1.483492296,1.483492296
503,44,127,107,52,1.686172472,1.686172472,1.686172472
504,56,114,130,43,1.183241758,1.183241758,1.183241758
505,43,118,119,51,1.586378738,1.586378738,1.586378738
506,58,115,128,45,1.16716056,1.16716056,1.16716056
507,40,107,102,42,1.543382353,1.543382353,1.543382353
508,46,125,126,57,1.584886128,1.584886128,1.584886128
509,43,126,100,53,1.730116279,1.730116279,1.730116279
510,59,118,116,53,1.228448276,1.228448276,1.228448276
511,51,108,126,40,1.217553688,1.217553688,1.217553688
512,50,121,106,42,1.408113208,1.408113208,1.408113208
513,59,122,106,60,1.316917173,1.316917173,1.316917173
514,40,126,116,44,1.764655172,1.764655172,1.764655172
515,55,129,118,48,1.376117103,1.376117103,1.376117103
516,40,106,107,50,1.55864486,1.55864486,1.55864486
517,59,109,127,57,1.148138262,1.148138262,1.148138262
518,44,104,100,51,1.436818182,1.436818182,1.436818182
519,52,107,119,47,1.226325145,1.226325145,1.226325145
520,54,119,112,53,1.338458995,1.338458995,1.338458995
521,55,105,111,50,1.17977068,1.17977068,1.17977068
522,46,127,113,57,1.632647172,1.632647172,1.632647172
523,56,101,102,51,1.151785714,1.151785714,1.151785714
524,54,126,125,50,1.366666667,1.366666667,1.366666667
525,51,127,121,57,1.480635229,1.480635229,1.480635229
526,52,123,122,40,1.346626734,1.346626734,1.346626734
527,54,118,116,60,1.351213282,1.351213282,1.351213282
528,41,105,117,41,1.45570148,1.45570148,1.45570148
529,47,105,117,45,1.309328969,1.309328969,1.309328969
530,55,118,102,47,1.30311943,1.30311943,1.30311943
531,58,129,125,50,1.312068966,1.312068966,1.312068966
532,44,116,124,56,1.54398827,1.54398827,1.54398827
533,44,109,108,59,1.511784512,1.511784512,1.511784512
534,51,124,120,42,1.390686275,1.390686275,1.390686275
535,52,124,112,43,1.384271978,1.384271978,1.384271978
536,59,109,117,57,1.167318557,1.167318557,1.167318557
537,42,124,103,53,1.73347203,1.73347203,1.73347203
538,58,111,110,52,1.193260188,1.193260188,1.193260188
539,57,125,101,46,1.324214,1.324214,1.324214
540,51,102,127,46,1.181102362,1.181102362,1.181102362
541,54,130,101,57,1.485881922,1.485881922,1.485881922
542,41,114,118,60,1.644481191,1.644481191,1.644481191
543,50,104,128,56,1.25875,1.25875,1.25875
544,48,105,125,40,1.25375,1.25375,1.25375
545,54,103,120,58,1.19537037,1.19537037,1.19537037
546,60,104,121,43,1.044352617,1.044352617,1.044352617
547,55,106,123,60,1.207538803,1.207538803,1.207538803
548,52,129,109,56,1.497265349,1.497265349,1.497265349
549,42,124,130,54,1.683882784,1.683882784,1.683882784
550,52,125,107,45,1.412203451,1.412203451,1.412203451
551,46,114,110,55,1.489130435,1.489130435,1.489130435
552,52,125,114,42,1.386133603,1.386133603,1.386133603
553,49,102,107,44,1.246423803,1.246423803,1.246423803
554,49,123,118,41,1.428830854,1.428830854,1.428830854
555,57,128,129,44,1.293349653,1.293349653,1.293349653
556,50,128,123,47,1.471056911,1.471056911,1.471056911
557,46,113,123,54,1.447773065,1.447773065,1.447773065
558,43,114,122,46,1.514105986,1.514105986,1.514105986
559,45,121,122,47,1.537067395,1.537067395,1.537067395
560,48,100,111,46,1.248873874,1.248873874,1.248873874
561,48,125,102,52,1.556985294,1.556985294,1.556985294
562,40,121,115,42,1.695108696,1.695108696,1.695108696
563,57,130,123,42,1.311082585,1.311082585,1.311082585
564,55,127,122,58,1.392250373,1.392250373,1.392250373
565,40,126,106,56,1.839150943,1.839150943,1.839150943
566,59,127,122,49,1.277090859,1.277090859,1.277090859
567,60,126,129,52,1.251550388,1.251550388,1.251550388
568,53,126,104,57,1.462717707,1.462717707,1.462717707
569,51,108,116,48,1.265720081,1.265720081,1.265720081
570,47,108,120,53,1.369769504,1.369769504,1.369769504
571,42,130,130,46,1.724542125,1.724542125,1.724542125
572,49,111,103,57,1.40935209,1.40935209,1.40935209
573,53,129,110,40,1.398799314,1.398799314,1.398799314
574,51,122,127,54,1.408676857,1.408676857,1.408676857
575,40,126,112,46,1.780357143,1.780357143,1.780357143
576,52,118,120,50,1.342948718,1.342948718,1.342948718
577,52,128,108,58,1.499287749,1.499287749,1.499287749
578,48,115,126,46,1.380456349,1.380456349,1.380456349
579,55,112,117,51,1.236130536,1.236130536,1.236130536
580,53,110,112,53,1.274342992,1.274342992,1.274342992
581,49,127,120,48,1.495918367,1.495918367,1.495918367
582,51,116,124,54,1.354996837,1.354996837,1.354996837
583,60,109,114,46,1.110087719,1.110087719,1.110087719
584,46,112,130,46,1.394314381,1.394314381,1.394314381
585,40,120,130,58,1.723076923,1.723076923,1.723076923
586,47,121,114,57,1.537234043,1.537234043,1.537234043
587,46,125,120,58,1.600362319,1.600362319,1.600362319
588,42,128,116,46,1.722085386,1.722085386,1.722085386
589,43,110,114,44,1.472052224,1.472052224,1.472052224
590,59,130,120,52,1.318361582,1.318361582,1.318361582
591,59,106,121,46,1.088387729,1.088387729,1.088387729
592,53,128,127,59,1.439830634,1.439830634,1.439830634
593,49,121,106,47,1.456391991,1.456391991,1.456391991
594,56,124,109,59,1.377785059,1.377785059,1.377785059
595,46,126,102,56,1.644075021,1.644075021,1.644075021
596,49,115,127,40,1.330949703,1.330949703,1.330949703
597,58,108,109,51,1.164979437,1.164979437,1.164979437
598,49,128,102,48,1.541416567,1.541416567,1.541416567
599,57,121,112,52,1.293546366,1.293546366,1.293546366
600,58,107,106,55,1.181847755,1.181847755,1.181847755
601,40,107,112,41,1.520535714,1.520535714,1.520535714
602,53,109,108,58,1.296820405,1.296820405,1.296820405
603,40,121,118,50,1.724364407,1.724364407,1.724364407
604,45,124,116,41,1.554501916,1.554501916,1.554501916
605,59,129,101,41,1.296190636,1.296190636,1.296190636
606,41,126,122,60,1.782487005,1.782487005,1.782487005
607,50,100,125,50,1.2,1.2,1.2
608,50,104,122,46,1.22852459,1.22852459,1.22852459
609,55,104,108,53,1.190824916,1.190824916,1.190824916
610,52,129,112,45,1.441277473,1.441277473,1.441277473
611,40,103,121,44,1.469318182,1.469318182,1.469318182
612,46,119,122,43,1.469707769,1.469707769,1.469707769
613,47,112,120,58,1.433156028,1.433156028,1.433156028
614,40,130,105,59,1.905952381,1.905952381,1.905952381
615,54,115,103,44,1.278407048,1.278407048,1.278407048
616,50,103,102,42,1.235882353,1.235882353,1.235882353
617,60,108,104,42,1.101923077,1.101923077,1.101923077
618,43,118,119,44,1.556966973,1.556966973,1.556966973
619,46,123,123,41,1.503623188,1.503623188,1.503623188
620,51,118,123,40,1.319464371,1.319464371,1.319464371
621,43,121,102,59,1.69619243,1.69619243,1.69619243
622,57,105,123,57,1.152759949,1.152759949,1.152759949
623,44,112,106,54,1.527444254,1.527444254,1.527444254
624,40,119,119,41,1.659768908,1.659768908,1.659768908
625,46,124,129,60,1.580384226,1.580384226,1.580384226
626,53,104,108,42,1.17557652,1.17557652,1.17557652
627,41,109,109,48,1.549451779,1.549451779,1.549451779
628,40,124,121,48,1.748347107,1.748347107,1.748347107
629,56,100,105,51,1.135714286,1.135714286,1.135714286
630,60,100,126,57,1.05952381,1.05952381,1.05952381
631,45,126,114,49,1.614912281,1.614912281,1.614912281
632,47,110,121,46,1.360295411,1.360295411,1.360295411
633,43,114,124,55,1.547355589,1.547355589,1.547355589
634,57,112,123,53,1.197903295,1.197903295,1.197903295
635,57,101,124,42,1.055319751,1.055319751,1.055319751
636,48,102,114,59,1.32127193,1.32127193,1.32127193
637,52,118,105,46,1.353663004,1.353663004,1.353663004
638,47,103,123,49,1.294931673,1.294931673,1.294931673
639,48,119,108,42,1.434027778,1.434027778,1.434027778
640,43,120,119,54,1.622239594,1.622239594,1.622239594
641,48,103,104,41,1.270032051,1.270032051,1.270032051
642,57,107,105,43,1.143358396,1.143358396,1.143358396
643,49,109,130,56,1.327629513,1.327629513,1.327629513
644,51,120,113,47,1.38443519,1.38443519,1.38443519
645,58,108,101,57,1.213212701,1.213212701,1.213212701
646,46,103,123,50,1.32281725,1.32281725,1.32281725
647,60,107,100,57,1.176666667,1.176666667,1.176666667
648,42,104,101,41,1.441065535,1.441065535,1.441065535
649,50,124,109,57,1.50146789,1.50146789,1.50146789
650,41,127,114,40,1.724219084,1.724219084,1.724219084
651,56,113,114,57,1.258928571,1.258928571,1.258928571
652,49,100,128,42,1.184470663,1.184470663,1.184470663
653,40,112,101,46,1.627722772,1.627722772,1.627722772
654,41,101,114,59,1.490479247,1.490479247,1.490479247
655,56,121,114,40,1.255795739,1.255795739,1.255795739
656,49,119,115,46,1.414285714,1.414285714,1.414285714
657,43,105,116,41,1.39765437,1.39765437,1.39765437
658,41,120,121,41,1.632836122,1.632836122,1.632836122
659,55,125,109,45,1.342785655,1.342785655,1.342785655
660,51,108,118,41,1.232552343,1.232552343,1.232552343
661,40,108,107,52,1.592990654,1.592990654,1.592990654
662,56,123,108,49,1.325066138,1.325066138,1.325066138
663,55,100,126,52,1.115440115,1.115440115,1.115440115
664,52,109,117,50,1.261752137,1.261752137,1.261752137
665,60,101,127,57,1.066076115,1.066076115,1.066076115
666,54,103,125,54,1.169703704,1.169703704,1.169703704
667,58,111,104,40,1.149204244,1.149204244,1.149204244
668,54,127,107,60,1.456299758,1.456299758,1.456299758
669,55,104,108,51,1.181565657,1.181565657,1.181565657
670,48,117,105,59,1.499702381,1.499702381,1.499702381
671,43,100,110,44,1.362790698,1.362790698,1.362790698
672,55,121,126,58,1.33015873,1.33015873,1.33015873
673,50,116,107,58,1.431028037,1.431028037,1.431028037
674,49,103,101,58,1.338149121,1.338149121,1.338149121
675,47,110,118,52,1.390551749,1.390551749,1.390551749
676,42,101,113,42,1.38822166,1.38822166,1.38822166
677,57,102,119,49,1.100619195,1.100619195,1.100619195
678,46,115,127,50,1.446850394,1.446850394,1.446850394
679,58,101,123,55,1.094266891,1.094266891,1.094266891
680,53,104,103,50,1.223850522,1.223850522,1.223850522
681,51,119,111,43,1.36036036,1.36036036,1.36036036
682,42,119,127,43,1.585958005,1.585958005,1.585958005
683,42,126,103,51,1.747572816,1.747572816,1.747572816
684,58,102,100,58,1.169310345,1.169310345,1.169310345
685,40,107,127,44,1.510728346,1.510728346,1.510728346
686,54,126,114,55,1.407894737,1.407894737,1.407894737
687,50,115,112,59,1.413392857,1.413392857,1.413392857
688,58,118,100,58,1.307241379,1.307241379,1.307241379
689,43,120,118,49,1.602975956,1.602975956,1.602975956
690,53,111,129,53,1.252596168,1.252596168,1.252596168
691,47,110,125,60,1.410212766,1.410212766,1.410212766
692,60,120,119,47,1.197478992,1.197478992,1.197478992
693,53,121,109,54,1.389215856,1.389215856,1.389215856
694,42,104,100,60,1.538095238,1.538095238,1.538095238
695,56,119,127,59,1.294783465,1.294783465,1.294783465
696,51,124,128,51,1.414905025,1.414905025,1.414905025
697,49,106,101,46,1.309355425,1.309355425,1.309355425
698,40,128,125,46,1.784,1.784,1.784
699,47,125,124,51,1.535432395,1.535432395,1.535432395
700,54,117,113,48,1.295722714,1.295722714,1.295722714
701,50,121,126,52,1.416349206,1.416349206,1.416349206
702,45,115,117,53,1.504273504,1.504273504,1.504273504
703,46,107,127,42,1.328397809,1.328397809,1.328397809
704,54,106,115,43,1.168438003,1.168438003,1.168438003
705,47,110,100,42,1.380212766,1.380212766,1.380212766
706,50,104,128,52,1.243125,1.243125,1.243125
707,41,129,103,41,1.772199858,1.772199858,1.772199858
708,41,127,104,58,1.827626642,1.827626642,1.827626642
709,60,105,111,40,1.05518018,1.05518018,1.05518018
710,48,123,104,41,1.478365385,1.478365385,1.478365385
711,60,116,111,44,1.164864865,1.164864865,1.164864865
712,40,116,115,56,1.693478261,1.693478261,1.693478261
713,51,123,123,54,1.425394548,1.425394548,1.425394548
714,48,106,127,40,1.261646982,1.261646982,1.261646982
715,60,100,125,55,1.053333333,1.053333333,1.053333333
716,49,121,119,59,1.482593037,1.482593037,1.482593037
717,44,127,127,59,1.675465283,1.675465283,1.675465283
718,60,107,125,46,1.075666667,1.075666667,1.075666667
719,58,104,117,58,1.144414972,1.144414972,1.144414972
720,54,101,124,60,1.177120669,1.177120669,1.177120669
721,44,106,114,46,1.406299841,1.406299841,1.406299841
722,47,124,112,60,1.587006079,1.587006079,1.587006079
723,54,106,107,46,1.196434753,1.196434753,1.196434753
724,50,119,126,48,1.38047619,1.38047619,1.38047619
725,55,100,111,58,1.17035217,1.17035217,1.17035217
726,53,108,123,46,1.205859794,1.205859794,1.205859794
727,49,130,118,56,1.563818748,1.563818748,1.563818748
728,55,115,125,54,1.261454545,1.261454545,1.261454545
729,50,118,109,44,1.381834862,1.381834862,1.381834862
730,51,119,115,53,1.397101449,1.397101449,1.397101449
731,59,129,107,58,1.364248376,1.364248376,1.364248376
732,53,109,128,55,1.243145637,1.243145637,1.243145637
733,47,112,129,44,1.362031997,1.362031997,1.362031997
734,40,110,116,50,1.590517241,1.590517241,1.590517241
735,56,108,129,50,1.158084164,1.158084164,1.158084164
736,43,106,107,46,1.447511411,1.447511411,1.447511411
737,54,109,101,59,1.301338467,1.301338467,1.301338467
738,46,108,121,49,1.376392382,1.376392382,1.376392382
739,52,100,106,51,1.202104499,1.202104499,1.202104499
740,44,110,121,56,1.481404959,1.481404959,1.481404959
741,42,100,119,56,1.425770308,1.425770308,1.425770308
742,53,105,126,60,1.228661276,1.228661276,1.228661276
743,42,127,100,42,1.721904762,1.721904762,1.721904762
744,41,104,122,59,1.510095962,1.510095962,1.510095962
745,58,128,123,41,1.270114943,1.270114943,1.270114943
746,54,103,124,47,1.143219833,1.143219833,1.143219833
747,46,130,115,40,1.586956522,1.586956522,1.586956522
748,55,119,125,51,1.285818182,1.285818182,1.285818182
749,60,113,115,60,1.202536232,1.202536232,1.202536232
750,40,127,111,48,1.803716216,1.803716216,1.803716216
751,58,129,122,48,1.308790277,1.308790277,1.308790277
752,58,124,101,50,1.31649027,1.31649027,1.31649027
753,57,112,114,48,1.192982456,1.192982456,1.192982456
754,51,124,100,53,1.480686275,1.480686275,1.480686275
755,44,120,129,42,1.526427061,1.526427061,1.526427061
756,40,124,105,57,1.821428571,1.821428571,1.821428571
757,57,127,127,40,1.271515403,1.271515403,1.271515403
758,51,107,108,58,1.317538126,1.317538126,1.317538126
759,47,108,120,51,1.36143617,1.36143617,1.36143617
760,44,103,127,41,1.331871868,1.331871868,1.331871868
761,43,130,121,48,1.709975014,1.709975014,1.709975014
762,42,109,126,41,1.46031746,1.46031746,1.46031746
763,47,128,104,45,1.578048282,1.578048282,1.578048282
764,43,108,102,43,1.466598267,1.466598267,1.466598267
765,60,129,115,46,1.275,1.275,1.275
766,41,107,103,44,1.518470282,1.518470282,1.518470282
767,54,116,116,54,1.306832695,1.306832695,1.306832695
768,60,103,118,60,1.112570621,1.112570621,1.112570621
769,57,106,103,55,1.196814853,1.196814853,1.196814853
770,56,117,125,50,1.244642857,1.244642857,1.244642857
771,40,100,118,49,1.457627119,1.457627119,1.457627119
772,54,117,111,50,1.308558559,1.308558559,1.308558559
773,59,124,126,49,1.245291902,1.245291902,1.245291902
774,47,118,113,59,1.516381096,1.516381096,1.516381096
775,44,111,105,50,1.499458874,1.499458874,1.499458874
776,49,121,126,58,1.464852608,1.464852608,1.464852608
777,52,124,130,57,1.411538462,1.411538462,1.411538462
778,40,115,121,42,1.611053719,1.611053719,1.611053719
779,41,118,111,51,1.66875412,1.66875412,1.66875412
780,53,107,113,49,1.226248122,1.226248122,1.226248122
781,58,130,108,44,1.324393359,1.324393359,1.324393359
782,42,116,101,44,1.598774163,1.598774163,1.598774163
783,42,126,106,53,1.75,1.75,1.75
784,48,127,118,47,1.522069209,1.522069209,1.522069209
785,43,127,104,49,1.712321109,1.712321109,1.712321109
786,44,121,119,40,1.543067227,1.543067227,1.543067227
787,48,125,119,49,1.507965686,1.507965686,1.507965686
788,40,100,118,43,1.43220339,1.43220339,1.43220339
789,60,123,118,42,1.202966102,1.202966102,1.202966102
790,51,114,102,54,1.382352941,1.382352941,1.382352941
791,55,126,104,42,1.347377622,1.347377622,1.347377622
792,60,110,118,48,1.120056497,1.120056497,1.120056497
793,42,102,103,44,1.427877947,1.427877947,1.427877947
794,41,105,110,43,1.47594235,1.47594235,1.47594235
795,55,122,117,49,1.318492618,1.318492618,1.318492618
796,53,123,125,52,1.368377358,1.368377358,1.368377358
797,53,102,121,44,1.144082333,1.144082333,1.144082333
798,55,103,108,51,1.172474747,1.172474747,1.172474747
799,44,121,120,49,1.579166667,1.579166667,1.579166667
800,60,127,110,54,1.303787879,1.303787879,1.303787879
801,41,122,102,50,1.732902917,1.732902917,1.732902917
802,48,115,120,55,1.427083333,1.427083333,1.427083333
803,51,113,127,54,1.320441562,1.320441562,1.320441562
804,59,121,117,54,1.25619296,1.25619296,1.25619296
805,45,115,103,60,1.569039914,1.569039914,1.569039914
806,45,110,129,45,1.396640827,1.396640827,1.396640827
807,49,108,115,58,1.354214729,1.354214729,1.354214729
808,43,114,113,42,1.511422103,1.511422103,1.511422103
809,43,128,119,53,1.711061169,1.711061169,1.711061169
810,41,101,106,52,1.476990336,1.476990336,1.476990336
811,45,112,116,49,1.455651341,1.455651341,1.455651341
812,40,120,106,52,1.745283019,1.745283019,1.745283019
813,60,100,129,50,1.027131783,1.027131783,1.027131783
814,58,126,118,51,1.302308591,1.302308591,1.302308591
815,50,115,130,54,1.357692308,1.357692308,1.357692308
816,53,120,120,46,1.323742138,1.323742138,1.323742138
817,55,118,128,45,1.248508523,1.248508523,1.248508523
818,46,114,102,49,1.479326513,1.479326513,1.479326513
819,58,105,123,50,1.108424446,1.108424446,1.108424446
820,51,103,120,58,1.251470588,1.251470588,1.251470588
821,49,117,109,59,1.464519753,1.464519753,1.464519753
822,53,105,120,42,1.165566038,1.165566038,1.165566038
823,45,107,118,43,1.371092279,1.371092279,1.371092279
824,54,111,101,40,1.22579758,1.22579758,1.22579758
825,60,105,108,52,1.115740741,1.115740741,1.115740741
826,53,101,116,59,1.207140534,1.207140534,1.207140534
827,57,112,121,40,1.147745397,1.147745397,1.147745397
828,45,113,107,52,1.49854621,1.49854621,1.49854621
829,54,101,120,59,1.181018519,1.181018519,1.181018519
830,49,122,107,48,1.469197025,1.469197025,1.469197025
831,42,113,115,45,1.540890269,1.540890269,1.540890269
832,48,120,124,55,1.471774194,1.471774194,1.471774194
833,40,126,103,51,1.822572816,1.822572816,1.822572816
834,56,126,103,59,1.411407767,1.411407767,1.411407767
835,56,116,130,48,1.22032967,1.22032967,1.22032967
836,50,108,122,42,1.252131148,1.252131148,1.252131148
837,54,118,123,56,1.320234869,1.320234869,1.320234869
838,53,119,119,45,1.31171714,1.31171714,1.31171714
839,57,119,121,59,1.287661302,1.287661302,1.287661302
840,47,126,104,43,1.547156301,1.547156301,1.547156301
841,41,102,117,43,1.427663123,1.427663123,1.427663123
842,46,112,110,48,1.435573123,1.435573123,1.435573123
843,58,120,119,48,1.236163431,1.236163431,1.236163431
844,45,128,101,59,1.71430143,1.71430143,1.71430143
845,59,118,113,49,1.216814159,1.216814159,1.216814159
846,47,103,125,43,1.267744681,1.267744681,1.267744681
847,59,119,119,56,1.243768694,1.243768694,1.243768694
848,40,113,123,47,1.603556911,1.603556911,1.603556911
849,56,100,130,50,1.085164835,1.085164835,1.085164835
850,44,117,125,55,1.549545455,1.549545455,1.549545455
851,54,130,105,53,1.456084656,1.456084656,1.456084656
852,44,110,117,55,1.485042735,1.485042735,1.485042735
853,56,114,112,50,1.241071429,1.241071429,1.241071429
854,42,104,111,56,1.49034749,1.49034749,1.49034749
855,59,114,130,52,1.166101695,1.166101695,1.166101695
856,54,126,128,57,1.389322917,1.389322917,1.389322917
857,43,102,110,44,1.386046512,1.386046512,1.386046512
858,46,118,103,46,1.505909667,1.505909667,1.505909667
859,48,118,126,48,1.419642857,1.419642857,1.419642857
860,41,110,130,53,1.545309568,1.545309568,1.545309568
861,59,120,121,42,1.190502872,1.190502872,1.190502872
862,59,116,116,42,1.16408533,1.16408533,1.16408533
863,50,121,114,60,1.473157895,1.473157895,1.473157895
864,55,100,120,52,1.125757576,1.125757576,1.125757576
865,57,106,103,44,1.143416794,1.143416794,1.143416794
866,54,108,128,55,1.21484375,1.21484375,1.21484375
867,52,111,117,40,1.238247863,1.238247863,1.238247863
868,40,111,102,57,1.666911765,1.666911765,1.666911765
869,58,122,110,52,1.288087774,1.288087774,1.288087774
870,40,105,100,51,1.5675,1.5675,1.5675
871,50,111,120,46,1.301666667,1.301666667,1.301666667
872,42,125,104,48,1.718864469,1.718864469,1.718864469
873,57,115,130,45,1.181848853,1.181848853,1.181848853
874,47,125,112,45,1.530680091,1.530680091,1.530680091
875,56,127,124,58,1.367799539,1.367799539,1.367799539
876,40,129,101,48,1.850123762,1.850123762,1.850123762
877,45,107,125,55,1.408888889,1.408888889,1.408888889
878,57,112,130,46,1.159379217,1.159379217,1.159379217
879,50,125,111,51,1.47972973,1.47972973,1.47972973
880,55,128,110,50,1.390909091,1.390909091,1.390909091
881,51,124,107,52,1.458676929,1.458676929,1.458676929
882,58,127,101,45,1.317599863,1.317599863,1.317599863
883,40,127,115,46,1.7875,1.7875,1.7875
884,52,115,108,57,1.36965812,1.36965812,1.36965812
885,56,108,109,42,1.156946265,1.156946265,1.156946265
886,57,106,121,46,1.119907206,1.119907206,1.119907206
887,44,121,127,56,1.595472441,1.595472441,1.595472441
888,55,126,119,58,1.389152024,1.389152024,1.389152024
889,46,109,111,59,1.450548374,1.450548374,1.450548374
890,58,129,111,50,1.337294191,1.337294191,1.337294191
891,43,112,109,41,1.490398976,1.490398976,1.490398976
892,57,101,109,60,1.16119427,1.16119427,1.16119427
893,43,122,110,59,1.686786469,1.686786469,1.686786469
894,52,103,108,44,1.194088319,1.194088319,1.194088319
895,44,111,114,42,1.445574163,1.445574163,1.445574163
896,55,128,111,42,1.352825553,1.352825553,1.352825553
897,46,125,111,57,1.615452409,1.615452409,1.615452409
898,42,103,120,51,1.438690476,1.438690476,1.438690476
899,47,115,125,60,1.463404255,1.463404255,1.463404255
900,43,121,113,57,1.659189134,1.659189134,1.659189134
901,58,113,104,43,1.1808687,1.1808687,1.1808687
902,40,126,121,55,1.802272727,1.802272727,1.802272727
903,58,101,105,43,1.07545156,1.07545156,1.07545156
904,45,114,108,56,1.525925926,1.525925926,1.525925926
905,40,127,105,41,1.782738095,1.782738095,1.782738095
906,42,105,122,54,1.471311475,1.471311475,1.471311475
907,53,129,125,40,1.376981132,1.376981132,1.376981132
908,53,128,129,43,1.374213836,1.374213836,1.374213836
909,49,126,115,41,1.463975155,1.463975155,1.463975155
910,59,119,119,54,1.235365333,1.235365333,1.235365333
911,54,126,124,50,1.36827957,1.36827957,1.36827957
912,57,119,121,53,1.262867914,1.262867914,1.262867914
913,58,118,109,51,1.251186333,1.251186333,1.251186333
914,47,130,108,48,1.605200946,1.605200946,1.605200946
915,41,105,124,44,1.45790716,1.45790716,1.45790716
916,60,120,102,50,1.245098039,1.245098039,1.245098039
917,40,112,111,45,1.602702703,1.602702703,1.602702703
918,46,130,109,58,1.679098524,1.679098524,1.679098524
919,56,114,110,44,1.217857143,1.217857143,1.217857143
920,42,104,110,41,1.424458874,1.424458874,1.424458874
921,46,127,102,50,1.625532822,1.625532822,1.625532822
922,47,103,112,40,1.274316109,1.274316109,1.274316109
923,59,113,113,58,1.214264287,1.214264287,1.214264287
924,41,122,123,48,1.682926829,1.682926829,1.682926829
925,50,110,109,48,1.320183486,1.320183486,1.320183486
926,58,114,120,49,1.186925287,1.186925287,1.186925287
927,53,121,111,47,1.353221146,1.353221146,1.353221146
928,48,102,105,43,1.267261905,1.267261905,1.267261905
929,50,117,101,53,1.432376238,1.432376238,1.432376238
930,42,119,127,52,1.621391076,1.621391076,1.621391076
931,56,112,116,42,1.181034483,1.181034483,1.181034483
932,53,102,121,46,1.152346796,1.152346796,1.152346796
933,51,120,101,55,1.448747816,1.448747816,1.448747816
934,40,127,102,51,1.8375,1.8375,1.8375
935,53,126,130,53,1.392525399,1.392525399,1.392525399
936,43,102,113,57,1.438258901,1.438258901,1.438258901
937,49,104,121,59,1.305026143,1.305026143,1.305026143
938,55,101,126,56,1.14040404,1.14040404,1.14040404
939,49,112,102,43,1.353641457,1.353641457,1.353641457
940,56,108,118,44,1.150726392,1.150726392,1.150726392
941,42,126,104,41,1.697115385,1.697115385,1.697115385
942,51,116,102,55,1.406862745,1.406862745,1.406862745
943,44,115,105,59,1.587770563,1.587770563,1.587770563
944,42,116,126,41,1.543650794,1.543650794,1.543650794
945,51,101,100,53,1.255196078,1.255196078,1.255196078
946,53,122,124,40,1.312233719,1.312233719,1.312233719
947,42,121,101,44,1.658297973,1.658297973,1.658297973
948,58,126,123,46,1.273198766,1.273198766,1.273198766
949,50,108,125,49,1.276,1.276,1.276
950,60,100,101,59,1.125412541,1.125412541,1.125412541
951,60,113,111,56,1.193918919,1.193918919,1.193918919
952,54,125,129,43,1.324074074,1.324074074,1.324074074
953,57,102,116,52,1.118874773,1.118874773,1.118874773
954,51,111,122,57,1.321841851,1.321841851,1.321841851
955,55,118,104,45,1.289073427,1.289073427,1.289073427
956,41,128,118,51,1.777077305,1.777077305,1.777077305
957,51,127,112,40,1.423669468,1.423669468,1.423669468
958,58,130,125,47,1.308689655,1.308689655,1.308689655
959,57,106,109,49,1.154595204,1.154595204,1.154595204
960,54,130,130,48,1.388319088,1.388319088,1.388319088
961,53,102,106,48,1.188679245,1.188679245,1.188679245
962,58,116,129,56,1.217054264,1.217054264,1.217054264
963,55,101,123,43,1.092978566,1.092978566,1.092978566
964,57,111,121,51,1.184428012,1.184428012,1.184428012
965,60,112,101,56,1.210561056,1.210561056,1.210561056
966,48,115,106,55,1.457350629,1.457350629,1.457350629
967,55,104,102,42,1.151336898,1.151336898,1.151336898
968,41,107,122,44,1.485205918,1.485205918,1.485205918
969,51,118,126,46,1.339402428,1.339402428,1.339402428
970,56,118,102,44,1.269257703,1.269257703,1.269257703
971,40,130,101,45,1.847772277,1.847772277,1.847772277
972,56,118,112,47,1.263392857,1.263392857,1.263392857
973,48,117,106,46,1.435731132,1.435731132,1.435731132
974,43,127,107,55,1.733753532,1.733753532,1.733753532
975,56,113,108,52,1.249669312,1.249669312,1.249669312
976,58,109,122,44,1.119983041,1.119983041,1.119983041
977,60,100,113,54,1.072271386,1.072271386,1.072271386
978,46,111,101,47,1.439195006,1.439195006,1.439195006
979,43,108,123,43,1.430610701,1.430610701,1.430610701
980,47,125,114,52,1.557857409,1.557857409,1.557857409
981,53,110,111,47,1.249447561,1.249447561,1.249447561
982,44,114,104,52,1.545454545,1.545454545,1.545454545
983,55,108,124,44,1.159237537,1.159237537,1.159237537
984,60,126,110,57,1.309090909,1.309090909,1.309090909
985,51,107,113,50,1.270258546,1.270258546,1.270258546
986,42,107,106,46,1.490790656,1.490790656,1.490790656
987,43,105,127,60,1.457150705,1.457150705,1.457150705
988,45,120,128,55,1.548177083,1.548177083,1.548177083
989,46,115,104,58,1.528846154,1.528846154,1.528846154
