Box 352: (309,303), (432,303), (432,364), (309,364)
Box 353: (309,303), (432,303), (432,364), (309,364)
Box 354: (309,303), (432,303), (432,364), (309,364)
Box 355: (309,303), (432,303), (432,364), (309,364)
Box 356: (309,303), (432,303), (432,364), (309,364)
Box 357: (309,303), (432,303), (432,364), (309,364)
Box 358: (309,303), (432,303), (432,364), (309,364)
Box 359: (309,303), (432,303), (432,364), (309,364)
Box 360: (309,303), (432,303), (432,364), (309,364)
Box 361: (309,303), (432,303), (432,364), (309,364)
Box 362: (309,303), (432,303), (432,364), (309,364)
Box 363: (309,303), (432,303), (432,364), (309,364)
Box 364: (309,303), (432,303), (432,364), (309,364)
Box 365: (309,303), (432,303), (432,364), (309,364)
Box 366: (309,303), (432,303), (432,364), (309,364)
Box 367: (309,303), (432,303), (432,364), (309,364)
Box 368: (309,303), (432,303), (432,364), (309,364)
Box 369: (309,303), (432,303), (432,364), (309,364)
Box 370: (309,303), (432,303), (432,364), (309,364)
Box 371: (309,303), (432,303), (432,364), (309,364)
Box 372: (309,303), (432,303), (432,364), (309,364)
Box 373: (309,303), (432,303), (432,364), (309,364)
Box 374: (309,303), (432,303), (432,364), (309,364)
Box 375: (309,303), (432,303), (432,364), (309,364)
Box 376: (309,303), (432,303), (432,364), (309,364)
Box 377: (309,303), (432,303), (432,364), (309,364)
Box 378: (309,303), (432,303), (432,364), (309,364)
Box 379: (309,303), (432,303), (432,364), (309,364)
Box 380: (309,303), (432,303), (432,364), (309,364)
Box 381: (309,303), (432,303), (432,364), (309,364)
Box 382: (309,303), (432,303), (432,364), (309,364)
Box 383: (309,303), (432,303), (432,364), (309,364)
Box 384: (309,303), (432,303), (432,364), (309,364)
Box 385: (309,303), (432,303), (432,364), (309,364)
Box 386: (309,303), (432,303), (432,364), (309,364)
Box 387: (309,303), (432,303), (432,364), (309,364)
Box 388: (309,303), (432,303), (432,364), (309,364)
Box 389: (309,303), (432,303), (432,364), (309,364)
Box 390: (309,303), (432,303), (432,364), (309,364)
Box 391: (309,303), (432,303), (432,364), (309,364)
Box 392: (309,303), (432,303), (432,364), (309,364)
Box 393: (309,303), (432,303), (432,364), (309,364)
Box 394: (309,303), (432,303), (432,364), (309,364)
Box 395: (309,303), (432,303), (432,364), (309,364)
Box 396: (309,303), (432,303), (432,364), (309,364)
Box 397: (309,303), (432,303), (432,364), (309,364)
Box 398: (309,303), (432,303), (432,364), (309,364)
Box 399: (309,303), (432,303), (432,364), (309,364)
Box 400: (309,303), (432,303), (432,364), (309,364)
Box 401: (309,303), (432,303), (432,364), (309,364)
Box 402: (309,303), (432,303), (432,364), (309,364)
Box 403: (309,303), (432,303), (432,364), (309,364)
Box 404: (309,303), (432,303), (432,364), (309,364)
Box 405: (309,303), (432,303), (432,364), (309,364)
Box 406: (309,303), (432,303), (432,364), (309,364)
Box 407: (309,303), (432,303), (432,364), (309,364)
Box 408: (309,303), (432,303), (432,364), (309,364)
Box 409: (309,303), (432,303), (432,364), (309,364)
Box 410: (309,303), (432,303), (432,364), (309,364)
Box 411: (309,303), (432,303), (432,364), (309,364)
Box 412: (309,303), (432,303), (432,364), (309,364)
Box 413: (309,303), (432,303), (432,364), (309,364)
Box 414: (309,303), (432,303), (432,364), (309,364)
Box 415: (309,303), (432,303), (432,364), (309,364)
Box 416: (309,303), (432,303), (432,364), (309,364)
Box 417: (309,303), (432,303), (432,364), (309,364)
Box 418: (309,303), (432,303), (432,364), (309,364)
Box 419: (309,303), (432,303), (432,364), (309,364)
Box 420: (309,303), (432,303), (432,364), (309,364)
Box 421: (309,303), (432,303), (432,364), (309,364)
Box 422: (309,303), (432,303), (432,364), (309,364)
Box 423: (309,303), (432,303), (432,364), (309,364)
Box 424: (309,303), (432,303), (432,364), (309,364)
Box 425: (309,303), (432,303), (432,364), (309,364)
Box 426: (309,303), (432,303), (432,364), (309,364)
Box 427: (309,303), (432,303), (432,364), (309,364)
Box 428: (309,303), (432,303), (432,364), (309,364)
Box 429: (309,303), (432,303), (432,364), (309,364)
Box 430: (309,303), (432,303), (432,364), (309,364)
Box 431: (309,303), (432,303), (432,364), (309,364)
Box 432: (309,303), (432,303), (432,364), (309,364)
Box 433: (309,303), (432,303), (432,364), (309,364)
Box 434: (309,303), (432,303), (432,364), (309,364)
Box 435: (309,303), (432,303), (432,364), (309,364)
Box 436: (309,303), (432,303), (432,364), (309,364)
Box 437: (309,303), (432,303), (432,364), (309,364)
Box 438: (309,303), (432,303), (432,364), (309,364)
Box 439: (309,303), (432,303), (432,364), (309,364)
Box 440: (309,303), (432,303), (432,364), (309,364)
Box 441: (309,303), (432,303), (432,364), (309,364)
Box 442: (309,303), (432,303), (432,364), (309,364)
Box 443: (309,303), (432,303), (432,364), (309,364)
Box 444: (309,303), (432,303), (432,364), (309,364)
Box 445: (309,303), (432,303), (432,364), (309,364)
Box 446: (309,303), (432,303), (432,364), (309,364)
Box 447: (309,303), (432,303), (432,364), (309,364)
Box 448: (309,303), (432,303), (432,364), (309,364)
Box 449: (309,303), (432,303), (432,364), (309,364)
Box 450: (309,303), (432,303), (432,364), (309,364)
Box 451: (309,303), (432,303), (432,364), (309,364)
Box 452: (309,303), (432,303), (432,364), (309,364)
Box 453: (309,303), (432,303), (432,364), (309,364)
Box 454: (309,303), (432,303), (432,364), (309,364)
Box 455: (309,303), (432,303), (432,364), (309,364)
Box 456: (309,303), (432,303), (432,364), (309,364)
Box 457: (309,303), (432,303), (432,364), (309,364)
Box 458: (309,303), (432,303), (432,364), (309,364)
Box 459: (309,303), (432,303), (432,364), (309,364)
Box 460: (309,303), (432,303), (432,364), (309,364)
Box 461: (309,303), (432,303), (432,364), (309,364)
Box 462: (309,303), (432,303), (432,364), (309,364)
Box 463: (309,303), (432,303), (432,364), (309,364)
Box 464: (309,303), (432,303), (432,364), (309,364)
Box 465: (309,303), (432,303), (432,364), (309,364)
Box 466: (309,303), (432,303), (432,364), (309,364)
Box 467: (309,303), (432,303), (432,364), (309,364)
Box 468: (309,303), (432,303), (432,364), (309,364)
Box 469: (309,303), (432,303), (432,364), (309,364)
Box 470: (309,303), (432,303), (432,364), (309,364)
Box 471: (309,303), (432,303), (432,364), (309,364)
Box 472: (309,303), (432,303), (432,364), (309,364)
Box 473: (309,303), (432,303), (432,364), (309,364)
Box 474: (309,303), (432,303), (432,364), (309,364)
Box 475: (309,303), (432,303), (432,364), (309,364)
Box 476: (309,303), (432,303), (432,364), (309,364)
Box 477: (309,303), (432,303), (432,364), (309,364)
Box 478: (309,303), (432,303), (432,364), (309,364)
Box 479: (309,303), (432,303), (432,364), (309,364)
